戸塚東小学校,川口市戸塚東2−18−20,139.75524,35.871004
戸塚中学校,川口市戸塚鋏町3−1,139.755208,35.86487
戸塚スポーツセンター,川口市戸塚南3−22−1,139.746183,35.863224
安行東小学校,川口市安行出羽4−1−1,139.767679,35.85233
安行スポーツセンター,川口市大字安行領家880,139.76495,35.84774
安行保育所,川口市大字安行慈林130,139.75035,35.836373
安行公民館,川口市大字安行原2174,139.763428,35.841233
安行北谷町会会館,川口市大字安行北谷594－4,139.775379,35.840267
新郷東小学校,川口市大字峯361,139.776071,35.830092
新郷図書館,川口市大字東本郷1688,139.758789,35.831541
新郷公民館,川口市大字東本郷1184,139.76217,35.827132
榛松中学校,川口市榛松2−10−1,139.775009,35.821349
新郷スポーツセンター,川口市大字東本郷80,139.765128,35.817796
新郷南小学校,川口市江戸3−12−1,139.753642,35.820184
赤井町会会館,川口市大字赤井490−1,139.754031,35.828863
鳩ヶ谷中学校,川口市鳩ヶ谷本町4−8−5,139.74517,35.832583
鳩ヶ谷公民館,川口市坂下町3−2−2,139.740424,35.829547
鳩ヶ谷スポーツセンター,川口市三ツ和3−21−1,139.743366,35.821638
八幡木1丁目集会所,川口市八幡木1−25−2,139.747996,35.817764
中居小学校,川口市南鳩ヶ谷2−1−1,139.742626,35.817665
南鳩ヶ谷小学校,川口市南鳩ヶ谷5−20−1,139.73194,35.814533
前田住宅集会所,川口市南鳩ヶ谷8−9,139.728585,35.81894
辻小学校,川口市南鳩ヶ谷7−22−1,139.732845,35.821468
里公民館,川口市大字里1478,139.730807,35.828596
里中学校,川口市大字里621,139.73121,35.83756
